,TRUE,Shown if no results were found for a search query.,No search results were found for,No se encontraron resultados de búsqueda para,Aucun résultat trouvé pour,Não foram encontrados resultados de pesquisa para,لم يتم العثور على نتائج البحث الخاصة ب:,Hakuna matokeo ya utafutaji yaliyopatikana ya,Sipanapezeke zotsatira zilizonse za,Nta makuru yabonetse ku byo muri gushakisha,Imiphumelo yokusetsha ayitolakalanga mayelana le,Hapana zvawanikwa pamusoro pe,Ntanyishu kuvyo mwarondeye zabonetse,Tsy nisy vokatra ny fikarohana,कुनै खोज परिणामहरू फेला परेनन्,ذیل کے لئے تلاش کے کوئی نتائج نہیں ملے:,Kan mashkakushkaka mana tiyanchu,Ничего не найдено,Ayikho imiphumela yokucinga etholakele,ውጽኢት ምንዳይ ኣይተረኽበን,Ягон натиҷа паёдо нашуд,هیچ ئەنجامێکی گەڕان نەدۆزرایەوە,គ្មានលទ្ធផលស្វែងរកត្រូវបានរកឃើញសម្រាប់,Qidiruv natijalari topilmadi,Izlew natiyjeleri tabılmadi,Tidak ada hasil pencarian yang ditemukan,සෙවුම් ප්‍රතිඵල කිසිවක් හමු නොවීය,தேடல் பெறுபேறுகள் கிடைக்கவில்லை,অনুসন্ধানে কোন কিছু পাওয়া যায়নি,هیچ موردی در این ارتباط پیدا نشد,د لټون پایلې ونه موندل شوې,के लिए कोई खोज परिणाम नहीं मिला,Не отримано результатів пошуку для
,TRUE,"Label for an input field during user login or signup. The user will enter their account name to login, or enter a new account name to register for the first time.",Username,Nombre de usuario,Nom d'utilisateur,Nome de utilizador,اسم مستخدم,Jina la mtumiaji,Dzina lolowera mu akaunti,Izina ryo gukoresha,Ibizo lokusebenzisa,Zita rokushandisa,Izina mukoresha,Soloanarana,प्रयोगकर्तानाम,صارف نام,Kanpa usuario,Имя пользователя,Igama lomsebenzisi,ስም ተጠቃሚ,номи корбар,ناوی بەکارهێنەر,ឈ្មោះអ្នកប្រើប្រាស់,Foydalanuvchi nomi,Paydalanıwshı atı,Nama pengguna,පරිශීලක නම,பயனர் பெயர்,ইউজার নেম,نام کاربری,کارن نوم,यूजरनेम,Ім’я користувача
,,,Pin,Pin,Pin,Pin,الكود الرقمي,Pini,Nambala yachinsinsi (PIN),Umubare w’ibanga,Pin,Pin,Igiharuro kabanga,PIN,पिन,پن,Pin,ПИН-код,Iphini,ሽኽል,Пинкод,ژمارەی ناسینەوەی کەسی,Pin,Pin-kod,Pin,Pin,,,,,,,PIN-код
,TRUE,Label on a button during the login or signup process.,Create your account,Crea tu cuenta,Créer votre compte,Crie a sua conta,أنشئ الحساب الخاص بك,Unda akaunti yako,Tsekulani akaunti yanu,Fungura konti,Vhula iakhawunti yakho,Vhura akawunti yako,Gukora konte,Manokatra kaonty,खाता सृजना गर्नुहोस्,اپنا اکاؤنٹ بنائیں,Kanpa cuentata ruray,Создайте учетную запись,Yenza i-akhawunti yakho,መፍለይኻ ፍጠር,Ҳисоби худро кушоед,هەژماری خۆت درووست بکە,បង្កើតគណនី,Hisob yarating,Akkauntın’izdı jaratın’,Buat akun Anda,ඔබගේ ගිණුම සාදන්න,உங்களின் கணக்கை உருவாக்கவும்,আপনার একাউন্ট তৈরি করুন,حساب کاربری برای خود بسازید,خپل حساب جوړ کړئ,अपना अकाउंट बनाएं,Створіть свій обліковий запис
,,,Create Username,Crea un nombre de usuario,Créer un nom d'utilisateur,Crie um nome de Utilizador,أنشئ اسم مستخدم,Unda Jina la Mtumiaji,Pangani dzina lolowera mu akaunti yanu,Andika Izina ryo Gukoresha,Dala ibizo lokusebenzisa,Tsvaga zita raunoda kushandisa,Gukora izina ukoresha,Mamorona soloanarana,प्रयोगकर्तानाम सिर्जना गर्नुहोस्,صارف نام بنائیں,Kanpa usuariota ruray,Придумайте имя пользователя,Yenza igama lomsebenzisi,ስም ተጠቃሚ ፍጠር,Номи корбарии худро созед,ناوی بەکارهێنەر درووست بکە,បង្កើតឈ្មោះអ្នកប្រើប្រាស់,Foydalanuvchi nomini yarating,Paydalaniwshı atınızdı jaratın’,Buat nama pengguna,,,,,,,Придумайте ім’я користувача
,,,Create 4 digit pin,Crea un PIN de 4 dígitos,Créer un pin à 4 chiffres,Crie um pin de 4 dígitos,أنشئ الكود الرقمي المكون من 4 أرقام,Unda pini ya tarakimu 4,Pangani nambala yachinsinsi (PIN) yokhala ndi manambala anayi,Andika umubare w’ibanga ugizwe n’imibare 4,Yenza i pin ilamanombolo amane,Gadzira pin ine manhamba mana,Gukora ibiharuro kabanga 4,"Mamorona PIN, tarehimarika 4",४ अंकको पिन सिर्जना गर्नुहोस्,4 اعداد پر مشتمل پن بنائیں,4 número pin ruray,Придумайте 4-значный ПИН,Yenza iphini eyezinamba ezingu-4,4 ናይ ቁጽሪ ሽካር ፍጠር,Пинкоди 4 рақамаро созед,ژمارەی ناسینەوەی کەسی ٤ ڕەنووسی درووست بکە,បង្កើត Pin 4 ខ្ទង់,4 raqamli pin-kod yarating,4 sanliq pin jaratın’,Buat 4 digit pin,,,,,,,Придумайте 4-значний PIN-код
,,,Select date of birth,Selecciona tu fecha de nacimiento,Sélectionner une date de naissance,Seleccionar data de nascimento,اختار تاريخ الازدياد,Chagua tarehe ya kuzaliwa,Sankhani tsiku lakubadwa,Hitamo itariki y’amavuko,Khetha usuku lokuzalwa,Sarudza zita rekuzvarwa,Hitamwo itariki y’ amavuko,Fidio ny daty nahaterahanao,जन्म मिति छनोट गर्नुहोस्,تاریخ پیدائش منتخب کریں,Wacharishka punchata churay,Выберите дату рождения,Khetha usuku lokuzalwa,ዕለት ልደት ምረጽ,Санаи таваллудатонро интихоб намоед,ڕێکەوتی لەدایکبوون هەڵبژێرە,ជ្រើសរើសថ្ងៃខែឆ្នាំកំណើត,Tug‘ilgan kuningizni belgilang,Tuwılg’an sa’nen’izdi tan’lan’,Pilih tanggal lahir,,,,,,,Виберіть дату народження
,TRUE,Text for a link or button which allows users to reset their PIN/password.,Forgot PIN,Olvidé mi PIN,PIN oublié,Esqueci-me do PIN,نسيت الكود,Umesahau PINI,Ndaiwala nambala yachinsinsi (PIN),Nibagiwe umubare w’ibanga,Sengikhohliwe iPIN,Ndakanganwa PIN,Mwibagiye igiharuro kabanga,Adinoko ny PIN,पिन बिर्सनुभयो,پن بھول گئے,PIN cunkarirkani,Забыть ПИН,Ukhohlwe iPhini,ፒን ረሲዕካ,Пинкодро фаромӯш кардам,ژمارەی ناسینەوەی کەسیت بیرچووەتەوە,បានភ្លេច PIN,Pin-kod esdan chiqdi,PINdı umıtıp qaldım,Lupa PIN,පෞද්ගලික හැඳුනුම් අංකය  අමතක විය,தனிநபர் அடையாள எண்ணை மறந்துவிட்டேன்,পিন ভুলে গিয়েছি,پین را فراموش کرده اید,PIN هېر شوی,पिन भूल गए,Забули PIN-код
,,,New PIN,Nuevo PIN,Nouveau PIN,Novo PIN,الكود الجديد,PINI mpya,Nambala yachinsinsi (PIN) yatsopano,Umubare w’ibanga mushya,iPIN entsha,PIN itsva,Igiharuro kabanga gishasha,PIN vaovao,नयाँ पिन,نئی پن,Mushuk PIN,Новый ПИН,IPhini entsha,ሓድሽ ፒን,Пинкоди нав,ژمارەی ناسینەوەی کەسی نوێ,PIN ថ្មី,Yangi pin-kod,Jan’a PIN,PIN baru,,,,,,,Новий PIN-код
,,,Current PIN,PIN actual,PIN actuel,PIN Atual,الكود الحالي,PINI ya sasa,Nambala yachinsinsi (PIN) yomwe ikugwira ntchito panopa,Umubare w’ibanga usanganwe,iPIN yangamanje,PIN irikushanda parizvino,Igiharuro kabanga cubu,PIN ankehitriny,हालको पिन,موجودہ پن,Ñuka PIN,Текущий ПИН,IPhini yamanje,እዋናዊ ፒን,Пинкоди феълӣ,ژمارەی ناسینەوەی کەسی ئێستا,PIN បច្ចុប្បន្ន,Joriy pin-kod,Ha’zirgi PIN,PIN saat ini,,,,,,,Поточний PIN-код
,,,I identify my gender as,Identifico mi género como,Je m'identifie comme,Identifico o meu sexo como,أنا الجنس ديالي هو,Natambua jinsia yangu kama,Chibadwa changa ndi,Igitsina,Ngibona ubulili wami njengo,Ndinozviona jenda yangu se,Ndagaragaza igitsina canje nka,Lahy na vavy,म आफैलाई यो लिङ्गको रुपमा पहिचान गर्दछु,میں بطور ذیل اپنی صنف کی شناخت کرتا/کرتی ہوں:,Kan ima kashkata killkay,Я определяю свой пол как,Ngikhomba ubulili bami njengo,ጾታይ ከምዚ ገይረ እየ ዝገልጾ,Ҷинсияти ман,ڕەگەزی خۆم دیاری دەکەم وەک,ខ្ញុំកំណត់ភេទរបស់ខ្ញុំជា,Mening jinsim,Jinisimdi  X dep belgileymen,Saya mengidentifikasi jenis kelamin saya sebagai,,,,,,,Я ідентифікую свою стать як
,,,Enter your email address,Ingresa tu dirección de email,Entrez votre adresse e-mail,Introduza o seu E-mail,دخل البريد الإلكتروني ديالك,Ingiza anwani yako ya barua pepe,Lembani imelo yanu,Andika imeyili yawe,Ngenisa ikheli yeimeyili,Isa kero yako ye tsamba dzepamhepo,Injiza imeyiri yanyu,Soraty ny mailakanao,तपाईंको इमेल ठेगाना प्रविष्ट गर्नुहोस्,اپنا ای میل ایڈریس درج کریں,Kanpa correota killkay,Введите свою электронную почту,Faka ikheli lakho le-imeyili,ኣድራሻ ኢ-ሜይልካ ኣእቱ,Почтаи эелктеронии худро ворид кунед,ئیمێڵی خۆت داخڵ بکە,វាយបញ្ចូលអាសយដ្ឋានអ៊ីមែលរបស់អ្នក,Elektron pochta manzilingizni kiriting,Email addresin’izdi kiritin’,Masukkan alamat surel Anda,,,,,,,Введіть свою адресу електронної пошти
,,,Enter your phone number,Ingresa tu número de teléfono,Entrez votre numéro de téléphone,Introduza o seu número de telefone,دخل رقم الهاتف ديالك,Ingiza nambari yako ya simu,Lembani nambala ya foni yanu,Andika nimero ya telefoni,Ngenisa inombolo zako zefonini,Isa nhamba yako yefoni,Injiza inimero ya terefone yanyu,Soraty ny laharana finday,तपाईको फोन नम्बर प्रविष्ट गर्नुहोस्,اپنا فون نمبر درج کریں,Kanpa númerota killkay,Введите свой номер телефона,Faka inamba yakho yocingo,ቁጽሪ ቴሌፎንካ ኣእቱ,Рақами телефони худро ворид кунед,ژمارەی تەلەفون داخڵ بکە,វាយបញ្ចូលលេខទូរសព្ទរបស់អ្នក,Telefon raqamingizni kiriting,Telefon nomerin’izdi kiritin’,Masukkan nomor telepon Anda,,,,,,,Введіть свій номер телефону
,,,Male,Hombre,Homme,Masculino,مذكر,Mwanaume,Mwamuna,Gabo,Umuntu owesilisa,Munhurume,Umugabo,Lahy,पुरुष,مرد,Kari,Мужской,Owesilisa,ተባዕታይ,Мард,نێر,ប្រុស,Erkak,Erkek,Laki-laki,,,,,,,Чоловіча
,,,Female,Mujer,Femme,Feminino,مؤنت,Mwanamke,Mkazi,Gore,Umuntu owesifazana,Munhukadzi,Umukobwa,Vavy,महिला,عورت,Warmi,Женский,Owesifazane,ኣንስተይቲ,Зан,مێ,ស្រី,Ayol,Hayal,Perempuan,,,,,,,Жіноча
,,,*All months,*Todos los meses,*Tous les mois,*Todos os meses,*جميع الأشهر,* Miezi yote,*Miyezi yonse,*Amezi yose,*Izinyanga zonke,*Mwedzi yese,*Amezi yose,*Ny volana rehetra,* सबै महिना,٭تمام مہینے,*Tukuy killakuna,*Все месяцы,Izinyanga zonke,*ኩሉ ኣዋርሕ,*Ҳамаи моҳҳо,*هەموو مانگەکان,*ខែទាំងអស់,*Barcha oylar,*Ba’rshe aylar,*Semua bulan,,,,,,,*Усі місяці
,,,*All day of week,*Todos los días de la semana,*Tous les jours de la semaine,*Todos os dias da semana,*جميع أيام الأسبوع,* Siku nzima ya wiki,*Masiku onse a pasabata,*Buri munsi w’icyumweru,*Usuku lwonke lwesontho,*Mazuva ose evhiki,*Umusi wose w’ indwi,*Herinandro feno,* हप्ताको सबै दिन,٭ہفتے کے تمام دن,*Tukuy punchakuna,*Все дни недели,Izinsuku zonke zeviki,* ምሉእ መዓልቲ ሰሙን,*Ҳамаи рӯзҳои ҳафта,*هەموو ڕۆژانی هەفتە,*ពេញមួយថ្ងៃនៃសប្តាហ៍,*Haftaning barcha kunlari,*Ba’rshe ha’pte ku’nleri,*Semua hari dalam seminggu,,,,,,,*Усі дні тижня
,TRUE,,Save,Guardar,Enregistrer,Guardar,احفظ,Hifadhi,Sungani zomwe mwalemba/mwasankha,Bika amakuru,Gcina,Chengetedza,Kubika,Raketina,सुरक्षित गर्नुहोस्,محفوظ کریں,Wakichi,Сохранить,Londa,ኣቐምጥ,Захира кунед,هەڵگرتن,រក្សាទុក,Saqlash,Saqlaw,Simpan,සුරකින්න,சேமிக்கவும்,সংরক্ষণ করুন,ذخیره,خوندي کړئ,सेव करें,Зберегти
,TRUE,"Used in many places, usually on a button which cancels the current activity - like resetting PIN/password.",Cancel,Cancelar,Annuler,Cancelar,إلغاء,Ghairi,Chotsani zomwe mwalemba/mwasankha,Hagarika,Chitsha,Dzima,Guhagarika,Foanana,रद्द गर्नुहोस्,منسوخ کریں,Cancelay,Отменить,Khansela,ደምስስ,Лағв кунед,هەڵوەشاندنەوە,បោះបង់,Bekor qilish,Biykarlaw,Batal,අවලංගු කරන්න,இரத்துச் செய்யவும்,বাতিল করুন,لغو کنید,لغوه کړئ,रद्द करें,Скасувати
,,,January,Enero,Janvier,Janeiro,يناير,Januari,January,Mutarama,uZibandela,Ndira,Nzero,Janoary,जनवरी,جنوری,Enero,Январь,Masingane,ጥሪ,Январ,کانوونی دووەم,ខែមករា,Yanvar,Yanvar,Januari,,,,,,,Січень
,,,February,Febrero,Février,Fevereiro,فبراير,Februari,February,Gashyantare,nNhlolanja,Kukadzi,Ruhuhuma,Febroary,फेब्रुअरी,فروری,Febrero,Февраль,Nhlolanja,ለካቲት,Феврал,شووبات,ខែកុម្ភៈ,Fevral,Fevral,Februari,,,,,,,Лютий
,,,March,Marzo,Mars,Março,مارس,Machi,March,Werurwe,uMbimbitho,Kurume,Ntwarante,Martsa,मार्च,مارچ,Marzo,Март,Ndasa,መጋቢት,Март,ئازار,ខែមីនា,Mart,Mart,Maret,,,,,,,Березень
,,,April,Abril,Avril,Abril,أبريل,Aprili,April,Mata,uMabasa,Kubvumbi,Ndamukiza,Aprily,अप्रिल,اپریل,Abril,Апрель,Mbasa,ሚያዝያ,Апрел,نیسان,ខែមេសា,Aprel,Aprel,April,,,,,,,Квітень
,,,May,Mayo,Mai,Maio,ماي,Mei,May,Gicurasi,uNkwekwezi,Chivabvu,Rusama,May,मे,مئی,Mayo,Май,Nhlaba,ግንቦት,Май,ماییس,ខែឧសភា,May,May,Mei,,,,,,,Травень
,,,June,Junio,Juin,Junho,يونيو,Juni,June,Kamena,uNhlangula,Chikumi,Ruheshi,Jona,जुन,جون,Junio,Июнь,Unhlangulane,ሰነ,Июн,حوزەیران,ខែមិថុនា,Iyun,Iyun,Juni,,,,,,,Червень
,,,July,Julio,Juillet,Julho,يوليوز,Julai,July,Nyakanga,uNtulikazi,Chikunguru,Mukakaro,Jolay,जुलाई,جولائی,Julio,Июль,Ntulikazi,ሓምለ,Июл,تەمموز,ខែកក្កដា,Iyul,Iyul,Juli,,,,,,,Липень
,,,August,Agosto,Août,Agosto,غشت,Agosti,August,Kanama,uNcwabakazi,Nyamavhuvhu,Nyandagaro,Aogositra,अगस्ट,اگست,Agosto,Август,Ncwaba,ነሓሰ,Август,ئاب,ខែសីហា,Avgust,Avgust,Agustus,,,,,,,Серпень
,,,September,Septiembre,Septembre,Setembro,سبتمبر,Septemba,September,Nzeri,uMpandula,Gunyana,Nyakanga,Septambra,सेप्टेम्बर,ستمبر,Septiembre,Сентябрь,Mandulo,መስከረም,Сентябр,ئەیلول,ខែកញ្ញា,Sentyabr,Sentyabr,September,,,,,,,Вересень
,,,October,Octubre,Octobre,Outubro,أكتوبر,Oktoba,October,Ukwakira,uMfumfu,Gumiguru,Gitugutu,Oktobra,अक्टुबर,اکتوبر,Octubre,Октябрь,Mfumfu,ጥቅምቲ,Октябр,تشرینی یەکەم,ខែតុលា,Oktabr,Oktyabr,Oktober,,,,,,,Жовтень
,,,November,Noviembre,Novembre,Novembro,نوفمبر,Novemba,November,Ugushyingo,uLwezi,Mbudzi,Munyonyo,Novambra,नोभेम्बर,نومبر,Noviembre,Ноябрь,Lwezi,ሕዳር,Ноябр,تشرینی دووەم,ខែវិច្ឆិកា,Noyabr,Noyabr,November,,,,,,,Листопад
,,,December,Diciembre,Décembre,Dezembro,ديسمبر,Desemba,December,Ukuboza,uMpalakazi,Zvita,Kigarama,Desambra,डिसेम्बर,دسمبر,Diciembre,Декабрь,Zibandlela,ታሕሳስ,Декабр,کانوونی یەکەم,ខែធ្នូ,Dekabr,Dekabr,Desember,,,,,,,Грудень
,TRUE,Seen in the profile area when users are logged in.,"Hey, %(username)s","Hola, %(username)s","Salut, %(username)s","Olá, %(username)s",سلام، %(username)s,"Hujambo, %(username)s","Wawa, %(username)s","Muraho, %(username)s","Yebo, %(username)s","Mhoro, %(username)s","Yewe, %(username)s","Salama, %(username)s","हे, %(username)s",ہیلو، %(username)s,"Oye, %(username)s","Привет, %(username)s","Sawubona, %(username)s",ሰላም፣ %(username)s,"Салом, %(username)s",هێی، %(username)s,សួស្តី %(username)s,"Ey, %(username)s","Ey, %(username)s","Hai, %(username)s","ආයුබෝවන් %(username)s,","ஹாய், %(username)s","হ্যালো, %(username)s",سلام، %(username)s,سلام، %(username)s,"हे, %(username)s","Вітаємо, %(username)s"
,,,Edit my profile,Editar mi perfil,Éditer mon profil,Editar o meu perfil,قم بتعديل الملف الشخصي ديالك,Hariri wasifu wangu,Konzani zokhudza akaunti yanga,Guhindura umwirondoro wanjye,Hlela uhlangoti lwami,Gadzirisa zvinoonekwa pamuroso pangu,Guhindura umwidondoro wanje,Hanova ny mombamomba ahy,मेरो प्रोफाइल सम्पादन गर्नुहोस्,میری پروفائل میں ترمیم کریں,Perfilta cambiay,Редактировать мой профиль,Hlela iprofayili yami,ንፕሮፋይልካ ኣዐርዮ,Танзими профил,دەستکاری کردنی پرۆفایل,កែប្រវត្តិរូបរបស់ខ្ញុំ,Profilni tahrirlash,Profılımdı tuwrılaw,Edit profil saya,,,,,,,Редагувати мій профіль
,,,Notifications,Notificaciones,Notifications,Notificações,الإشعارات,Arifa,Mauthenga,Ubutumwa bushya,Izisaziso,Zviziviso,Ibimenyeshejwe,Fampahafantarana,सूचनाहरू,اطلاعات,Willaykuna,Уведомления,Izaziso,ምልክታታት,Огоҳиҳо,ئاگادارکردنەوەکان,សារជូនដំណឹង,Bildirishnomalar,Xabarlama,Notifikasi,,,,,,,Сповіщення
,TRUE,Seen in the profile area when users are logged in.,Change Digital Pin,Cambiar Pin Digital,Changer de Pin digital,Mudar Pin Digital,غير الكود الرقمي ديالك,Badilisha Pini ya Dijiti,Sinthani Nambala Yachinsinsi (PIN),Guhindura umubare w’ibanga,Tshintsha iPin yeDijithali,Shandura Pin Yepamhepo,Guhindura igiharuro kabanga,Manova ny PIN,डिजिटल पिन परिवर्तन गर्नुहोस्,ڈیجیٹل پن تبدیل کریں,Digital Pin cambiay,Сменить цифровой ПИН-код,Shintsha iPhini yeDijithali,ናይ ኤለክትሮኒካዊ ሽናቕ ቀያይር,Тағйири Пинкоди Рақамӣ,ژمارەی ناسینەوەی کەسی بگۆڕە,ប្តូរ Pin ឌីជីថល,Raqamli pin-kodni o‘zgartirish,Sanlı Pindi o’zgertiw,Ubah Pin Digital,ඩිජිටල් පෞද්ගලික හැඳුනුම් අංකය  වෙනස් කරන්න,டிஜிடல் தனிநபர் அடையாள எண்ணை மாற்றவும்,পিন নম্বর পরিবর্তন করুন,پین دیجیتال را تغییر دهید,ډیجیټل پن بدل کړئ,डिजिटल पिन बदलें,Змінити цифровий PIN-код
,TRUE,?,Personal Details,Detalles Personales,Coordonnées,Dados Pessoais,المعلومات الخاصة,Maelezo ya Kibinafsi,Zokhudza Inuyo,Amakuru y’Umwirondoro,Imininingwane Yakho siqu,Zviri pamusoro pako Sedungamunhu,Amakuru akuranga,Antsipiriany manokana,व्यक्तिगत विवरणहरू,ذاتی تفصیلات,Kanpa datokuna,Личные данные,Imininingwane yomuntu,ብሕታዊ ዝርዝራት,Маълумотҳои шахсӣ,وردەکارییە کەسییەکان,ព័ត៌មានលម្អិតផ្ទាល់ខ្លួន,Shaxsiy ma’lumotlar,Jeke mag’lumatlar,Detail Pribadi,පුද්ගලික තොරතුරු,தனிப்பட்ட விபரங்கள்,ব্যক্তিগত তথ্যসমূহ,جزئیات شخصی,شخصي توضیحات,व्यक्तिगत विवरण,Особисті дані
,TRUE,?,Save changes,Guardar cambios,Enregistrer les modifications,Guardar alterações,احفظ التغييرات,Hifadhi mabadiliko,Sungani zomwe mwalemba/mwasankha,Bika amakuru yahindutse,Gcina izinguquko,Chengetedza zvawashandura,Kwemeza ivyahinduwe,Raketina ny fiovana,परिवर्तनहरू सुरक्षित गर्नुहोस्,تبدیلیاں محفوظ کریں,Cambiokunataka wakichi,Сохранить изменения,Gcina izinguquko,ለውጥታት ኣዋህልል,Тағйиротро захира кунед,گۆڕانکارییەکان هەڵبگرە,រក្សាទុកការកែប្រែ,O‘zgarishlarni saqlash,O’zgerislerdi saqlaw,Simpan perubahan,වෙනස්කම් සුරකින්න,மாற்றங்களை சேமிக்கவும்,পরিবর্তনগুলো সংরক্ষণ করুন,ذخیره تغییرات,بدلونونه خوندي کړئ,परिवर्तनों को सेव करें,Зберегти зміни
,,,Ensure this value has at least 4 characters (it has 1),Asegúrate de que este valor tenga al menos 4 caracteres (tiene 1),Assurez-vous que cette valeur contient au moins 4 caractères (elle en contient 1).,Certifique-se de que este valor tem pelo menos 4 caracteres (tem 1),تأكد من أنها كتتكون من 4 أحرف على الأقل (تحتوي على 1),Hakikisha ingizo hili ina angalau herufi 4 (ina 1),Onetsetsani kuti mwalemba zilembo zosachepera zinayi (pali chilembo chimodzi),Aha hantu hagomba kwandikwa inyuguti 4 (ubu harimo 1),Qinisekisa ukuthi igama leli lilezinto ezine (ile into eyodwa),Ona kuti zvawanyora izvi zvinemavara mana (zvine rimwe),Menya neza ko aha habwirizwa kuba nimiburiburi ibiharuro 4 (hafise 1),Tokony ho soratra 4 no eto farafahakeliny (1 no eo),निश्चित गर्नुहोस् कि यसमा कम्तिमा ४ अक्षरहरू छन् (यसमा १ मात्र छ),یقینی بنائیں کہ اس قدر میں کم از کم 4 حروف شامل ہوں (اس میں 1 حرف ہے),Kaypi 4 letrakunalla o numerokunalla killkay. (Shukllami churashka),Здесь должно быть как минимум 4 знака (сейчас всего 1),Qinisekisa ukuthi leli nani linezinhlamvu okungenami ezingu-4 (lina 1),እዚ መዐቀኒ እዚ እንተ ወሓደ 4 ፊደላት ከም ዘለዎ ኣረጋግጽ (1 ኣለዎ),Ин фосила бояд ҳадди ақалл дорои 4 ҳарф/нишона бошад (ин дорои 1 ҳарф/нишона аст),دڵنیابە لەوەی ئەم بەهایە بەلایەنی کەمەوە ٤ نووسەی هەبێت (١ی هەیە),ត្រូវប្រាកដថាតម្លៃនេះមានតួអក្សរយ៉ាងតិច 4 តួ (វាមាន 1),Kamida 4ta belgidan iborat ekanligiga ishonch hosil qiling (1 belgi bor),Bul en’ keminde 4 tan’bag’a iye ekenine ko’z jetkerin’,Pastikan nilai ini memiliki setidaknya karakter (memiliki 1),,,,,,,Це значення має містити принаймні 4 символи (має 1)
,,,Ensure this value has at least 4 characters,Asegúrate de que este valor tenga al menos 4 caracteres,Assurez-vous que cette valeur contient au moins 4 caractères.,Certifique-se de que este valor tem pelo menos 4 caracteres,تأكد من أنها كتتكون من 4 أحرف على الأقل,Hakikisha ingizo hili ina angalau herufi 4,Onetsetsani kuti mwalemba zilembo zosachepera zinayi,Aha hantu hagomba kwandikwa inyuguti 4,Qinisekisa ukuthi igama leli lilezinto ezine,Ona kuti zvawanyora izvi zvinemavara mana,Menya neza ko aha habwirizwa kuba nimiburiburi ibiharuro 4,Tokony ho soratra 4 no eto farafahakeliny,निश्चित गर्नुहोस् कि यसमा कम्तिमा ४ अक्षरहरू छन्,یقینی بنائیں کہ اس قدر میں کم از کم 4 حروف شامل ہوں,Kaypi 4 letrakunalla o numerokunalla killkay.,Здесь должно быть как минимум 4 знака,Qinisekisa ukuthi leli nani linezinhlamvu okungenami ezingu-4,እዚ መዐቀኒ እዚ እንተ ወሓደ 4 ፊደላት ከም ዘለዎ ኣረጋግጽ,Ин фосила бояд ҳадди ақалл дорои 4 ҳарф/нишона бошад,دڵنیابە لەوەی ئەم بەهایە بەلایەنی کەمەوە ٤ نووسەی هەبێت,ត្រូវប្រាកដថាតម្លៃនេះមានតួអក្សរយ៉ាងតិច 4 តួ,Kamida 4ta belgidan iborat ekanligiga ishonch hosil qiling,Bul en’ keminde 4 tan’bag’a iye ekenine ko’z jetkerin’,Pastikan nilai ini memiliki setidaknya karakter,,,,,,,Це значення має містити принаймні 4 символи
,,,Login,Iniciar sesión,Se connecter,Iniciar sessão,تسجيل الدخول,Ingia,Lowani mu akaunti,Injira,Zama ukungena,Pinda,Injira,Miditra,लगइन,لاگ ان کریں,Yaikunkapak,Войти,Ngena,እቶ,Вуруд,چوونە ناوەوە,ចុះឈ្មោះចូលគណនី,Kirish,Login,Masuk,,,,,,,Увійти
,,,Login Success,Inicio de sesión exitoso,Connection réussie,Iniciar sessão com sucesso,نجاح تسجيل الدخول,Kuingia kwa Mafanikio,Mwalowa mu Akaunti,Winjiye,Usuvunyelwe ukungena,Wapinda,Kwinjira vyakunze,Tafiditra soamantsara,लगइन सफल भयो,لاگ ان کامیاب رہا,Yaikushpa,Вход выполнен успешно,Ukungena kuyimpumelelo,እቶ ተሳኺዑ,Натиҷаи Вуруд,چوونەناوەوە سەرکەوتوو بوو,ចុះឈ្មោះចូលគណនីបានជោគជ័យ,Muvaffaqiyatli kirildi,Login Tabis,Berhasil Masuk,,,,,,,Вхід виконано
